Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
515	item233	Ethrics Stab	35000	Weapon2	Staff	2d4	9	Relic	50	Relikt	17	0	0	16	96	(der Finsternis, Meditation +15, Seelenräuber, erweckt Zombies, zieht permanent Trefferpunkte ab, böse) Ethrics Stab ist vielmehr ein Werkzeug als eine Waffe. Er wurde von dem ersten Lich auf dieser Welt entworfen - Ethric dem Verrückten. Der Stab fängt die Seelen derer ein, die durch ihn getötet wurden, und bindet ihre Hüllen an untote Knechtschaft. Darüber hinaus verstärkt er die Schattenmagie, indem er die Lebenskraft seines Benutzers anzapft. Da Ethrics Lebenskraft magisch aufrecht erhalten wurde, stellte das für ihn kein Problem dar. Sterbliche allerdings, die den Stab halten, werden ihre Lebenskraft schwinden fühlen.
516	item234	Harecks Lederrüstung	20000	Armor	Leather	4	26	Relic	35	Relikt	20	0	0	0	0	(Stehlen +5, Fallen entschärfen +5, Wasserwandeln, Glück +50, alle Resistenzen -10) Diese Lederrüstung wurde speziell für Hareck I, Herrscher von Regna und Imperator des endlosen Ozeans von den regnanischen Waffenwerkstätten angefertigt. Die Rüstung entsprach allen Vorstellung, die ein verwöhnter Pirat wie Hareck haben konnte, außer, daß sie ihn nicht vor Gift schützen würde. Der mächtige erste Imperator von Regna starb kurz nach dem Abendessen in dieser Rüstung, vergiftet von seiner Frau.
517	item221	Old Nick	25000	Weapon	Dagger	1d4	13	Relic	40	Relikt	5	0	0	7	71	(Fallen entschärfen +13, 13 Punkte Giftschaden, des Meuchelns, böse) Old Nick wanderte über Jahrhunderte von einem Assassinen zum nächsten, bis er glücklicherweise aus den Augen der Geschichte verschwand. Dies geschah während der Schlacht der Dämmerung - ein vereinter Angriff der Menschen und Elfen auf die Assassinengilde vor fast 200 Jahren. Es wird gemunkelt, Old Nick habe mehr Menschen auf dem Gewissen als die Pest. Nun, da Ihr diese böse Waffe gefunden habt, werdet Ihr sie doch in den nächsten Brunnen werfen, oder nicht?
518	item224	Amok	20000	Weapon2	Axe	3d7	20	Relic	35	Relikt	8	0	0	24	114	(Stärke +100, Ausdauer +100, Rüstungsklasse -15, des Schreckens) Der wirkliche Name von Amok ist im Laufe der Zeit verloren gegangen, erhalten geblieben ist dagegen seine magisch geschärfte Klinge und seine gesamten anderen ursprünglichen Kräfte. Unglaubliche Kraft und Lebensenergie werden dem Träger zuteil, allerdings auf Kosten seiner gesunden Vorsicht. Diejenigen, die Amok schwingen, vergeuden keinen Gedanken daran, Schlägen auszuweichen.
519	item237	Siegesschild	25000	Shield	Shield	6	18	Relic	40	Relikt	23	0	0	43	80	(der Seelenmagie, Schild +5, Magie - Resistenz -10, Geistes - Resistenz -10) Der Siegesschild wurde als einer von fünf solcher Schilde zur Zeit der Wunder geschmiedet. Es wurde speziell darauf abgestimmt, Seelenmagie zu fördern, jedoch läßt dies den Träger etwas anfällig gegen der Magie des Selbst werden.
520	item238	Kelebrim	20000	Shield	Shield	4	16	Relic	35	Relikt	23	0	0	43	64	"(Immun gegen Versteinerung und Magie vertreiben, Halber Schaden durch Geschosse, Ausdauer +50, Gift - Resistenz -30) Dieser ist einer der ersten Schilde aus den Werkstätten Kelebrims und trägt nur eine einfache Prägung unter dem Griffband: ""Kelebrim"". Der Schild besitzt eine sehr machtvolle Verzauberung, um vor Medusen zu schützen, aber wie bei vielen machtvollen Verzauberungen gibt es eine Kehrseite: Kelebrim schwächt die Resistenz seines Trägers gegen Erdmagie."
521	item239	Taledons Helm	25000	Helm	Misc	2	12	Relic	40	Relikt	25	0	0	0	0	(des Lichts, Charisma +15, Stärke +15, Glück -40, gut) Dieser machtvolle Helm war ursprünglich im Besitz von Taledon, dem Hohepriester und heiligen Anführer der Kirche der Sonne ab 870 n.St. und war vermutlich für seinen vorzeitigen Tod 881n.St. mitverantwortlich. Es heißt, ein Gegenstand, der mit zu mächtigen Zaubern belegt wird, kann auch schlechte Nebenwirkungen ausprägen. In diesem Fall ist die Nebenwirkung, daß der Träger vom Glück verlassen wird. Taledon, der zu seiner Zeit einer der machtvollsten Personen war, ein Diplomat, ein Krieger und ein Priester, wurde, während er eine Straße in Steadwick überquerte, von den Rädern eines durchgehenden Bauernwagens zerquetscht.
522	item240	Kappe des Gelehrten	20000	Helm	Misc	2	0	Relic	35	Relikt	26	0	0	0	0	(Erfahrungspunkte +15%, Ausdauer -50) Die Gelehrten Kappe erhöht enorm die Fähigkeiten des Geistes,  Erfahrungen aufzunehmen und zu verarbeiten. Der Effekt ist so stark, daß der Träger der Kappe seinen Körper gelegentlich völlig vergißt, während er im Ozean seiner Gedanken schwimmt.
523	item241	Phynaxia - Krone	25000	Helm	Misc	0	0	Relic	40	Relikt	27	0	0	0	0	(der Feuermagie, Kälte - Immunität, Charisma +30, Rüstungsklasse -20) Die ist die verschwundene (WAR die verschwundene) Krone des kurzlebigen phynaxischen Imperiums. Getragen erglühen die Edelsteine in kaum zu bändigender Feuermagie und legen ein magisches rötliches Licht über das Gesicht des Trägers. Die Krone verstärkt jegliche Feuermagie und schütz sehr stark gegen Wassermagie.
524	item324	Titanengürtel	15000	Belt	Misc	0	0	Relic	30	Relikt	28	0	0	0	0	(Nahkampfschaden +12, Erholungszeitstrafe) Wie so viele Gegenstände erhöht der Titanengürtel die Stärke auf Kosten der Reaktion. Besonders an diesem Artefakt ist nur die Höhe dieses Verhältnisses.
525	item325	Zwielicht	20000	Cloak	Misc	1	12	Relic	35	Relikt	29	0	0	0	0	(Reaktion +50, Glück +50, Immunität gegen Gifte und Säuren, Alle anderen Resistenzen -15, böse) Der unheilvolle Umhang Zwielicht wurde von Spionen und Assassinen über Jahrhunderte getragen. Die Art seiner Verzauberungen sind so vorteilhaft für deren Tätigkeiten, daß die Einbuße an magischer Resistenz nicht ins Gewicht fällt.
526	item229	Ania Selving	20000	Bow	Bow	4d2	9	Relic	35	Relikt	13	0	0	17	30	(Bogen +5, Rüstungsdurchschlag +25, Rüstungsklasse -25) Meisterschmied Ivan Selving benannte seine Armbrust nach seiner einzigen Tochter Ania und nannte sie seine zweitbeste Arbeit. Schützen, die diese Armbrust benutzen, verfehlen selten ihr Ziel, aber ihre Konzentration und ihre langsamen und vorsichtigen Bewegungen machen sie zu einfachen Zielen.
527	item230	Gerechtigkeit	30000	Weapon	Mace	1d8	14	Relic	45	Relikt	14	0	0	40	90	(Untotenbann, der Geistesmagie, der Körpermagie, -40 Reaktion, gut) Gerechtigkeit wurde während der glücklichen Tage bei Gründung der Kirche der Sonne geschmiedet und ist eine mächtige Waffen im Dienste des Guten. Auf Kosten der Reaktion ist Gerechtigkeit eines der stärksten Relikte, das einen Paladin oder Priester auf dem Pfad des Lichtes begleiten kann.
528	item231	Mekorigs Hammer	20000	Weapon	Mace	2d5	13	Relic	35	Relikt	15	0	0	22	100	(der Seelenmagie, Stärke +75, Elektro - Resistenz -50) Dies ist der Hammer des großen Mekorig des Blinden, mit dem er in seinen Jahren als Meister der Mekorig - Waffenwerkstätten so viele der besten magischen Gegenstände erschuf, die die Welt je gesehen hat. Die tiefe Verbundenheit des Hammers mit den Elementen machen seinen Träger verwundbar gegen Elementarmagie, aber dieser Preis ist gering im Vergleich zu den Kräften, die das Selbst und die Stärke durch den Hammer erhält.
529	item281	Hermes Sandalen	30000	Boots	Misc	2	18	Artifact	-45	Sandalen	114	0	0	0	0	(Reaktion +100, Geschick +50, Elektro - Resistenz +50, Regeneration TP, Regeneration ZP, Federfall) Gerüchten zufolge sind die geflügelten Sandalen das Schuhwerk eines Gottes, die gewaltige Macht auf ihren Besitzer übertragen.
530	item330	Umhang des Schlafes	15000	Cloak	Misc	1	9	Artifact	-30	Umhang	29	0	0	0	0	(Immun gegen Krankheit, Irrsinn, Lähmung, Gift, Schlaf und Versteinerung, Intellekt -20, Charisma -20) Dieser Umhang, der vom Hohepriester von Baa getragen wurde, ist zwar brauchbar, allerdings scheint er den Willen seines Trägers langsam aufzusaugen.
531	elfbane	Elfenbann	15000	Weapon2	Sword	4d5	18	Artifact	-30	Zweihandschwert	2	0	0	21	165	(der Deckung, Elfenschlächter, nur für Goblins) Dieses Schwert wurde seiner Zeit von den Goblins für ihren Häuptling Grogar gemacht. Unglücklicherweise wurden die Goblins geschlagen und Elfenbann verschwand für einige Zeit. Durch seine Fähigkeiten, mit Vorliebe Elfen abzuschlachten und Schutz gegen Pfeile zu bieten, wurde Elfenbann seinem Namen sehr gerecht. Ein seltsamer Nebeneffekt ist, daß diese Waffe nur für Goblins brauchbar ist.
532	mindeye	Seelenauger	15000	Helm	Misc	2	8	Artifact	-30	Helm	25	0	0	0	0	(Intellekt +15, Charisma +15, Geistes - Immunität, Regeneration ZP, nur für Menschen) Seelenauge wurde von Mekorig für den obersten Druiden, Larette Weisman, geschaffen. Seelenauge erhöht sowohl den Intellekt und das Charisma seines Trägers, wie es dessen Zauberpunkte regeneriert und ihn wie ein Helm schützt. Leider paßt Seelenauge nur auf menschliche Köpfe.
533	elvchain	Elfen - Kettenpanzer	15000	Armor	Chain	8	22	Artifact	-30	Kettenpanzer	21	0	0	0	0	(Reaktion +15, Geschick +15, Bogen +5, Leichtgewicht, nur für Elfen) Elfen - Kettenpanzer waren weit verbreitet vor dem Krieg gegen Menschen und Goblins. Jahrhunderte der Kriege und schwindendes Wissen um das Waffenschmiedehandwerk haben die Anzahl der Elfen - Kettenpanzer auf eine geringe Zahl reduziert. Das leichte Material und das auf Elfen zugeschnittene Design erhöhen die Bewegungsfreiheit, die Reaktion und die Genauigkeit von Angriffen, besonders mit Bögen.
534	forgegau	Schmiedefäuste	15000	Gauntlets	Misc	3	7	Artifact	-30	Handschuhe	30	0	0	0	0	(Feuer - Immunität, Stärke +15, Ausdauer +15, nur für Zwerge) Schmiedefäuste wurden von Mekorig für seine Gehilfen geschmiedet, um ihnen zu helfen, ihn zu unterstützen. Nicht nur, daß diese Handschuhe die ohnehin bemerkenswerte Stärke und Ausdauer eines Zwerges erhöhen, sie machen auch resistent gegen Feuer, was in einer Schmiede, die so heiß wie die Mekorigs ist, auch nötig ist.
535	herobelt	Heldengürtel	15000	Belt	Misc	0	0	Artifact	-30	Gürtel	28	0	0	0	0	(Waffenmeister +5, Stärke +15, Regeneration TP, nur für männliche Charaktere) Dieser Gürtel war für St. Perci gestaltet worden und verlieh ihm Kampfkraft, Stärke und die Fähigkeit der Regeneration. St. Perci nutzte den Gürtel sehr ausgiebig, aber auch mit seiner Hilfe konnte er dem Tod in den Fängen des Drachen Wromthrax nicht entrinnen.
536	ladysesc	Gefährte der Maid	15000	Ring	Misc	0	0	Artifact	-30	Ring	32	0	0	0	0	"(Wasserwandeln, Federfall, des Schutzes, der Deckung, nur für weibliche Charaktere) Ein magischer ""Gefährte"", den der Zauberer Terrax für eine weit entfernt lebende Freundin erschuf, um sie sicher zu ihm zu geleiten. Dieser Ring schützt seine Trägerin gegen die Elemente, Stürze und Ertrinken. Unglücklicherweise reiste die Dame nach Erathia und der Ring verschwand kurz danach."
537	clanker	Clankers Amulett	15000	Amulet	Misc	0	0	Artifact	-30	Amulett	33	0	0	0	0	(Alchimie +10, verstärkt Verzaubern) Ein mächtiges Artefakt für Alchimisten. Dieses Amulett war das Geheimnis von Clankers Erfolg.
538	lieutcut	Offizierssäbel	1500	Weapon	Sword	3d2	14	Special	-20	Krummsäbel	4	of The Dragon	0	17	123	Eine feine Waffe, sie ist sehr scharf und einsatzbereit.
539	medumirr	Medusas Spiegel	5000	Amulet	Misc	0	0	Special	-20	Amulett	33	of The Medusa	0	0	0	Wer diesen Spiegel benutzt, ist immun gegen Versteinerung. Es wäre nett gewesen, diesen Spiegel früher zu haben.
540	carmine	Lady Carmines Dolch	1500	Weapon	Dagger	1d4	4	Special	-8	Dolch	5	Assassins'	0	4	75	Kratzer und Scharten an der Klinge belegen, daß sie viel benutzt wurde.
541	villblad	Mörderklinge	2000	Weapon	Sword	3d3	13	Special	-16	Schwert	1	Vampiric	0	5	128	William Setag würde oft mit dieser Waffe Gefangene erschlagen, um seine eigenen kleineren Wunden und Prellungen zu heilen. Die Waffe ist kalt und kribbelt in der Hand.
542	perfebow	Perfekter Bogen	400	Missile	Bow	5d2	6	Special	-12	Bogen	12	0	0	12	40	Suchgegenstand: Dieser Bogen scheint, obwohl er von hoher Güte ist, bei weitem nicht die Leistung zu erbringen, die er sollte. Die Sehne ist zu starr, um sie zu spannen, der Bogen liegt nicht ruhig in der Hand während des Zielens und er scheint auch etwas unbalanciert zu sein.
543	perfebow	Perfekter Bogen	4000	Missile	Bow	5d2	12	Artifact	-25	Bogen	12	0	0	12	40	(der Schnelligkeit, kritische Trefferchance +25%) Dieser Bogen scheint die Stärke seines Trägers zu erkennen und sich darauf einzustellen. Man hat niemals Schwierigkeiten, die Sehne zu spannen und es ist sehr leicht, den Pfeil eingelegt zu lassen, bis man fertig zum Abschuß ist. Dutzende solcher kleinen Vorteile in der Gestaltung dieses Bogens machen ihn zur besten Fernwaffe, die Ihr je gesehen habt.
544	item344	Schattenmaske	2000	Helm	Misc	2	10	Artifact	-15	Helm	25	0	0	0	0	(Stehlen +3, Fallen entschärfen +3, verbirgt die Identität des Trägers vor Monstern) Diese Maske wurde geschaffen, um die Identität ihres Trägers zu verbergen. Auch ist sie magisch verstärkt, so daß sie guten Schutz bietet und anderen Diebeszwecken zu nutzen vermag.
545	ghosring	Geisterring	2500	Ring	Misc	0	0	Special	-20	Ring	32	of Spirit Magic	0	0	0	Ein merkwürdiger Ring, der sich seltsam warm anfühlt. Er verstärkt die Verbundenheit seines Träger mit seiner Seele.
546	fairring	Feenring	1500	Ring	Misc	0	0	Special	-10	Ring	32	der Luftaffinität	0	0	0	Ein seltener und sehr machtvoller Feenring. Nur wenige Sterbliche haben je so etwas gesehen.
547	item347	Sonnenumhang	2500	Cloak	Misc	1	10	Special	-20	Umhang	29	of Light Magic	0	0	0	Dieser Umhang kennzeichnet den höchsten Rang eines Priesters der Sonne. Nur neun dieser Umhänge wurden jemals gefertigt, einer für jedes Mitglied des hohen Rates der Sonne.
548	item348	Mondumhang	2500	Cloak	Misc	1	10	Special	-20	Umhang	29	of Dark Magic	0	0	0	Dieser Umhang kennzeichnet den höchsten Rang eines Priesters des Mondes. Nur neun dieser Umhänge wurden jemals gefertigt, einer für jedes Mitglied des hohen Rates des Mondes.
549	zokarrax	Zokarrs Axt	2500	Weapon2	Axe	3d7	19	Special	-24	Zweihandaxt	8	of Earth Magic	0	38	133	Ein Familienerbstück der Monarchen von Zokarr. Diese Waffe versieht ihren Träger mit einer starken Verbundenheit zur Erdmagie.
550	item350	Vampirumhang	2500	Cloak	Misc	1	8	Special	-10	Umhang	29	of The Moon	0	0	0	Es dürfte nicht verwundern, einen solchen Umhang bei einem Vampir zu finden. Der Umhang verhindert, daß Sonnenlicht den Körper trifft, allerdings schützt er das Gesicht nicht.
551	item027	Minotauren - Axt	2500	Weapon	Axe	4d3	14	Special	-16	Axt	7	of Might	25	28	100	Eine sehenswerte Trophäe. Die Axt wurde für einen Minotauren gefertigt und ist sehr schwer, aber die magische Stärke, die sie verleiht, läßt die Axt für jeden leicht handhabbar werden.
552	grognard	Grognards Krummsäbel	1000	Weapon	Sword	3d2	8	Special	-12	Krummsäbel	4	Elf Slaying	0	10	120	Eine gut gearbeitete und speziell verzauberte Goblinwaffe. Ursprünglich sollte sie dem Vernichten von Elfen dienen, aber sie wird auch gegen Mitglieder anderer Rassen gute Dienste leisten.
553	sacrdagg	Opferdolch	15000	Weapon	Dagger	1d4	8	Artifact	-30	Dolch	5	0	0	6	73	(Seelenräuber, ZP +20, nur für Goblins) Diejenigen unter den Goblins, die sich mit Zauberei beschäftigen, müssen versuchen, ihre geringen magischen Reserven aufzustocken, was sie in der Regel mit wenig ethischen Mitteln tun. Dieser Dolch ist das Ergebnis eines solchen Versuchs. Er wurde entwickelt, um magische Energie aus Blutopfern zu entziehen und für den späteren Gebrauch zu speichern. Im Notfall kann er sogar gegen unbewaffnete Feinde eingesetzt werden. Aufgrund der speziellen Verzauberungen der Waffe kann die gespeicherte Energie jedoch nur von Goblins genutzt werden.
554	itemrdsm	Rote Drachenschuppenrüstung	6500	Armor	Plate	20	30	Artifact	-20	Plattenpanzer	22	0	0	0	0	(Leichtgewicht, Feuer - Immunität) Diese Rüstung besteht aus vielen miteinander verbundenen Drachenschuppen. Die ungewöhnliche Materialwahl bietet gegenüber Metall mehrere Vorteile: Sie rostet nicht, ist viel weniger hinderlich und bietet dennoch guten Schutz und schützt den Träger schließlich vor Flammen, genau wie die Haut eines lebenden roten Drachen. Trotz dieser nützlichen Eigenschaften sind Drachenpanzer immer noch eine Seltenheit, vielleicht weil eine Erzader den Bergmann viel seltener lebendig auffrisst.		
555	itemrdss	Roter Drachenschuppenschild	4500	Shield	Shield	6	10	Artifact	-16	großer Schild	23	0	0	50	85	(Feuer - Immunität) Mehrere Dutzend Schuppen eines roten Drachen, die an einem dicken Holzrahmen befestigt sind. Die Schuppen können jeden Feuerschaden absorbieren, solange man sich rechtzeitig hinter dem Schild versteckt.		
556	item222	Hügelgrabdolch	2000	Weapon	Dagger	2d3	9	Special	-16	Langdolch	5	der Geister	0	5	87	Neben einem alten Krieger begraben, sammelte dieser Dolch über Jahrhunderte hinweg die übernatürliche Aura der Hügelgräber an. Als die Toten unruhig wurden, erwachte auch die Seele der Klinge und flüsterte Flüche denen zu, die es wagten, ihren Schlaf zu stören.		
557	itemwdw	Stab des Drachenzornes	30000	WeaponW	Misc	S97	17	Artifact	45	Artefakt	34	0	0	-10	30	"(Drachenodem, regeneriert Ladungen im Laufe der Zeit) Dieser Zauberstab war einst die Lieblingswaffe von Ethric dem Verrückten, bevor er seiner überdrüssig wurde. Man sagt, Ethric habe einen Drachenkönig besiegt und dessen Seele in diesem Artefakt gefangen, um dessen Magie zu verstärken. Tatsächlich spürt man, wenn man den Zauberstab berührt, die Wut des darin gefangenen Monsters. Das muss der Grund sein, warum ""Drachenzorn"" trotz seiner zahlreichen Besitzer seit seiner Entstehung noch immer so stark ist wie am ersten Tag."		
558	itemhach	Kopfschmerz	25000	Weapon	Axe	4d3	15	Relic	40	Relikt	7	0	0	28	100	"(10-15 Punkte Geistesschaden, kann Berserker zufügen, Intellekt, Charisma und Geistes - Resistenz -30) Die Verzauberungen dieser Axt bewirken, daß sie nicht nur den Körper, sondern auch den Geist trifft und dabei die namensgebenden starken Schmerzen und gelegentliche Anfälle von Wahnsinn verursacht. Leider ist der Stiel der Waffe schlecht isoliert, sodaß der längere Gebrauch von ""Kopfschmerz"" zu geistigen Schäden führen kann. Natürlich wird der engagierte Axtkämpfer darin wahrscheinlich ein außerord – äh, ein gutes Geschäft sehen!"
559	itemstrd	Sturmdreizack	25000	Weapon1or2	Spear	2d6	14	Artifact	40	Artefakt	11	0	0	20	145	(6-15 Punkte Elektroschaden, Elektro - Immunität, des Wasserwandelns, Blitzstrahl) Der Legende nach gehörte diese Waffe einst einem mächtigen Titanen, der über das Meer und die Stürme herrschte. Der Dreizack schützt nicht nur vor dem Ertrinken, sondern absorbiert auch jeglichen elektrischen Schaden, der auf den Träger gerichtet ist. Die angesammelte Ladung kann dann entweder im Nahkampf oder als Blitzstrahl eingesetzt werden.		
560	itemrobe	Ellingers Robe	35000	Armor	Misc	1	3	Artifact	50	Artefakt	152	0	0	0	0	(Erhaltung, Immunität gegen Schwäche, alle Magie +2) Als Relikt aus vergangenen Zeiten ist dieses Kleidungsstück der Traum eines jeden Zauberers. Die Robe ist mit mächtigen Verzauberungen versehen, die Körper und Geist während anstrengender magischer Rituale schützen. Darüber hinaus erhöht sie die Begabung ihres Trägers für die Zauberkunst. Die bizarre alte Verzauberung unterscheidet nicht zwischen Magieschulen, sodaß ihre Wirkung breiter, aber schwächer ist als die moderner Alternativen. Viele ungelöste Rätsel umgeben dieses Artefakt, nicht zuletzt die Frage, warum es sich um eine Robe handelt und nicht um Stiefel...?		
